STATION(Palomar Airport),DATE (LST),REPORT_TYPE,SOURCE,AWND,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupElevationUnit,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,CDSD,CLDD,DSNW,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,HDSD,HTDD,HeavyFog,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation(in),HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed
72292703177,2020-01-19T14:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,41,64,0,,,,43,30.05,CLR:00,29.7,10,52,260,,5
72292703177,2020-01-19T15:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.05,42,64,0,,-0.01,0,45,30.04,CLR:00,29.7,10,53,220,,8
72292703177,2020-01-19T16:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.04,42,62,0,,,,48,30.04,CLR:00,29.69,10,52,0,,0
72292703177,2020-01-19T17:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.04,37,60,0,,,,42,30.04,CLR:00,29.69,10,49,90,,5
72292703177,2020-01-19T18:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.04,40,60,0,,0.01,6,47,30.04,CLR:00,29.69,10,50,130,,3
72292703177,2020-01-19T19:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,36,58,0,,,,44,30.05,CLR:00,29.7,10,48,180,,3
72292703177,2020-01-19T20:24:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07,39,58,,,,,50,,SCT:04 5,29.72,9,49,0,,0
72292703177,2020-01-19T20:38:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,39,57,,,,,51,,BKN:07 5,29.7,9,48,80,,3
72292703177,2020-01-19T20:51:00,FM-16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,37,57,,,,,48,,SCT:04 5,29.7,9,48,90,,5
72292703177,2020-01-19T20:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,38,56,0,,,,51,30.05,SCT:04 5,29.7,9,47,80,,6
72292703177,2020-01-19T21:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.08,,57,0,,-0.04,3,,30.07,CLR:00,29.72,9,,0,,0
72292703177,2020-01-19T22:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,23,56,0,HZ:7 |FU |HZ,,,28,30.05,CLR:00,29.7,3,42,0,,0
72292703177,2020-01-19T23:00:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,22,55,,HZ:7 |FU |HZ,,,28,,CLR:00,29.7,2,42,0,,0
72292703177,2020-01-19T23:09:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,25,56,,,,,30,,CLR:00,29.7,8,43,0,,0
72292703177,2020-01-19T23:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,45,55,0,,,,69,30.05,CLR:00,29.7,9,50,0,,0
72292703177,2020-01-19T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,58,,,29.72,,2.5,0,2.5,7,71,45,260,14,0,0,0,230,12,HZ,,,,,,,,,,,,,,,,,,,
72292703177,2020-01-20T00:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.05,48,55,0,,0.03,6,77,30.04,CLR:00,29.7,9,51,0,,0
72292703177,2020-01-20T01:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,47,54,0,,,,77,30.05,CLR:00,29.7,10,50,0,,0
72292703177,2020-01-20T02:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.05,44,53,0,,,,72,30.04,CLR:00,29.7,10,49,70,,5
72292703177,2020-01-20T03:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02,43,53,0,,0.02,8,69,30.02,CLR:00,29.67,10,48,110,,3
72292703177,2020-01-20T04:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02,43,53,0,,,,69,30.01,CLR:00,29.67,10,48,160,,3
72292703177,2020-01-20T05:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.03,43,52,0,,,,72,30.03,CLR:00,29.67,10,48,0,,0
72292703177,2020-01-20T06:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07,40,54,0,,-0.04,3,59,30.06,CLR:00,29.72,10,47,0,,0
72292703177,2020-01-20T07:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,41,55,0,,,,59,30.09,CLR:00,29.73,10,48,0,,0
72292703177,2020-01-20T08:41:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.11,45,55,,,,,69,,FEW:02 5,29.75,10,50,0,,0
72292703177,2020-01-20T08:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.11,45,56,0,,,,67,30.11,CLR:00,29.75,10,50,0,,0
72292703177,2020-01-20T09:03:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.11,47,58,,,,,67,,FEW:02 6,29.75,10,52,0,,0
72292703177,2020-01-20T09:20:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,50,58,,,,,75,,BKN:07 10,29.77,8,54,0,,0
72292703177,2020-01-20T09:43:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,53,59,,,,,81,,SCT:04 13,29.77,8,56,0,,0
72292703177,2020-01-20T09:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,54,59,0,,-0.05,1,83,30.11,FEW:02 9,29.77,9,56,190,,3
72292703177,2020-01-20T10:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.11,54,59,0,,,,83,30.11,BKN:07 14,29.75,9,56,240,,3
72292703177,2020-01-20T11:06:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,55,59,,,,,87,,SCT:04 14,29.75,10,57,130,,5
72292703177,2020-01-20T11:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,54,60,0,,,,80,30.05,BKN:07 120,29.7,10,57,120,,9
72292703177,2020-01-20T12:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.03,50,63,0,,0.09,8,63,30.03,CLR:00,29.67,10,56,0,,0
72292703177,2020-01-20T13:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,50,59,0,,,,72,30.05,CLR:00,29.7,10,54,240,24,15
72292703177,2020-01-20T14:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.05,50,59,0,,,,72,30.05,CLR:00,29.7,10,54,250,,7
72292703177,2020-01-20T15:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.04,50,59,0,,-0.01,0,72,30.03,CLR:00,29.69,10,54,0,,0
72292703177,2020-01-20T16:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.03,49,58,0,,,,72,30.03,CLR:00,29.67,10,53,50,,6
72292703177,2020-01-20T17:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.03,26s,58,0,,,,29,30.03,CLR:00,29.67,10,44,110,,7
72292703177,2020-01-20T18:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07,31,57,0,,-0.03,3,37,30.06,CLR:00,29.72,10,45,250,,3
72292703177,2020-01-20T19:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.05,33,56,0,,,,42,30.05,SCT:04 95,29.7,10,46,0,,0
72292703177,2020-01-20T20:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,31,54,0,,,,42,30.06,FEW:02 90 FEW:02 110,29.7,10,44,0,,0
72292703177,2020-01-20T21:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,26,55,0,,0.01,6,33,30.05,OVC:08 80,29.7,10,43,80,,3
72292703177,2020-01-20T22:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,,57,0,,,,,30.09,BKN:07 70 OVC:08 100,29.75,10,,0,,0
72292703177,2020-01-20T23:24:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,45,57,,,,,64,,BKN:07 18 OVC:08 65,29.75,9,51,0,,0
72292703177,2020-01-20T23:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.11,44,57,0,,,,62,30.1,OVC:08 17,29.75,9,50,0,,0
72292703177,2020-01-20T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,57,,,29.7,,2.9,0,1.5,8,63,51,230,24,0,0,0,240,21,,,,,,,,,,,,,,,,,,,,
72292703177,2020-01-21T00:21:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,36,57,,,,,45,,FEW:02 17 SCT:04 23 OVC:08 65,29.75,9,47,0,,0
72292703177,2020-01-21T00:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,36,55,T,-RA:02 |RA |RA,-0.04,0,49,30.09,FEW:02 12 SCT:04 21 OVC:08 60,29.75,8,46,340,,6
72292703177,2020-01-21T01:49:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,46,54,0.01,-RA:02 |RA |RA,,,77,,FEW:02 20 BKN:07 29 OVC:08 34,29.75,2.5,50,VRB,,5
72292703177,2020-01-21T01:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,49,54,0.02,-RA:02 |RA |RA,,,83,30.09,SCT:04 20 BKN:07 29 OVC:08 34,29.75,3,51,VRB,,5
72292703177,2020-01-21T02:35:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,49,53,0.04,-RA:02 BR:1 |RA |RA,,,86,,SCT:04 27 OVC:08 35,29.75,3,51,20,,5
72292703177,2020-01-21T02:51:00,FM-16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,46,52,,+RA:02 |RA |RA,,,82,,SCT:04 21 BKN:07 34 OVC:08 46,29.73,2.5,49,50,,6
72292703177,2020-01-21T02:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,47,52,0.13,+RA:02 |RA |RA,,,83,30.09,SCT:04 21 BKN:07 34 OVC:08 46,29.73,2.5,49,60,,5
72292703177,2020-01-21T02:57:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,43,52,0.02,RA:02 |RA |RA,,,72,,BKN:07 19 BKN:07 38 OVC:08 49,29.73,3,48,50,,5
72292703177,2020-01-21T03:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,48,53,0.04,-RA:02 |RA |RA,0.01,5,83,30.09,OVC:08 16,29.73,3,50,0,,0
72292703177,2020-01-21T04:09:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,47,52,0.01,-RA:02 |RA |RA,,,83,,FEW:02 9 OVC:08 17,29.75,3,49,330,,3
72292703177,2020-01-21T04:26:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,47,52,0.02,-RA:02 |RA |RA,,,83,,BKN:07 7 OVC:08 17,29.73,3,49,0,,0
72292703177,2020-01-21T04:41:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,46,52,0.02,-RA:02 |RA |RA,,,80,,BKN:07 5 OVC:08 16,29.75,2.5,49,340,,3
72292703177,2020-01-21T04:51:00,FM-16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,46,52,,HZ:7 ||HZ,,,82,,SCT:04 3 BKN:07 7 OVC:08 16,29.75,3,49,320,,3
72292703177,2020-01-21T04:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,46,52,0.01,HZ:7 |FU |HZ,,,80,30.1,SCT:04 3 BKN:07 7 OVC:08 16,29.75,3,49,330,,3
72292703177,2020-01-21T05:00:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,45,52,T,-RA:02 |RA |RA,,,77,,BKN:07 3 BKN:07 7 OVC:08 16,29.75,3,49,340,,3
72292703177,2020-01-21T05:09:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.11,47,52,T,-RA:02 |RA |RA,,,83,,BKN:07 3 OVC:08 7,29.75,2.5,49,330,,3
72292703177,2020-01-21T05:50:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,43,52,0.01,-RA:02 |RA |RA,,,72,,OVC:08 6,29.77,3,48,0,,0
72292703177,2020-01-21T05:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,36,52,0.01,HZ:7 |FU |HZ,,,55,30.11,OVC:08 6,29.77,3,45,350,,3
72292703177,2020-01-21T06:08:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,52,52,,BR:1 ||,,,100,,OVC:08 6,29.77,2.5,52,0,,0
72292703177,2020-01-21T06:40:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,52,52,0.01,BR:1 ||,,,100,,SCT:04 3 BKN:07 12 OVC:08 35,29.77,3,52,0,,0
72292703177,2020-01-21T06:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,52,52,0.01,,-0.02,1,100,30.12,FEW:02 3 BKN:07 11 OVC:08 33,29.77,8,52,0,,0
72292703177,2020-01-21T07:00:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,52,52,,,,,100,,FEW:02 3 SCT:04 11 OVC:08 35,29.78,10,52,30,,3
72292703177,2020-01-21T07:31:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,51,52,,BR:1 ||,,,97,,FEW:02 13 OVC:08 28,29.78,4,51,70,,5
72292703177,2020-01-21T07:45:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,52,53,,BR:1 ||,,,96,,OVC:08 27,29.78,2.5,52,90,,7
72292703177,2020-01-21T07:51:00,FM-16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,52,54,,BR:1 ||,,,94,,OVC:08 27,29.78,3,53,100,,6
72292703177,2020-01-21T07:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,52,53,0,BR:1 ||,,,96,30.12,BKN:07 27 OVC:08 50,29.78,3,52,110,,7
72292703177,2020-01-21T08:20:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,53,54,,,,,97,,BKN:07 31 OVC:08 49,29.78,9,53,120,,7
72292703177,2020-01-21T08:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14,53,54,0,,,,97,30.14,OVC:08 34,29.78,10,53,120,,5
72292703177,2020-01-21T09:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.16,53,55,0,,-0.04,3,93,30.16,OVC:08 37,29.8,10,54,130,,3
72292703177,2020-01-21T10:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.16,54,56,0,,,,93,30.16,FEW:02 37 OVC:08 47,29.8,10,55,160,,5
72292703177,2020-01-21T11:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.15,52,58,0,,,,81,30.14,SCT:04 14 OVC:08 49,29.8,10,55,150,,6
72292703177,2020-01-21T12:14:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14,52,58,,,,,81,,BKN:07 12 OVC:08 48,29.78,10,55,240,,6
72292703177,2020-01-21T12:36:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14,52,57,,,,,83,,SCT:04 12 BKN:07 19 OVC:08 49,29.78,10,54,230,,8
72292703177,2020-01-21T12:48:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,52,57,,,,,82,,FEW:02 13 SCT:04 19 OVC:08 48,29.78,10,54,250,,8
72292703177,2020-01-21T12:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,52,58,0,,0.03,5,81,30.13,FEW:02 13 OVC:08 48,29.78,10,55,270,,9
72292703177,2020-01-21T13:30:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,52,58,,,,,81,,BKN:07 13 BKN:07 36 OVC:08 50,29.78,10,55,250,,9
72292703177,2020-01-21T13:38:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,52,58,,,,,81,,SCT:04 14 OVC:08 50,29.78,10,55,240,,9
72292703177,2020-01-21T13:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,52,58,0,,,,81,30.12,SCT:04 14 OVC:08 50,29.78,10,55,240,,7
72292703177,2020-01-21T14:33:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.15,52,58,,,,,81,,BKN:07 14 BKN:07 19 OVC:08 50,29.8,10,55,250,,9
72292703177,2020-01-21T14:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14,52,58,0,,,,81,30.14,BKN:07 14 OVC:08 50,29.78,10,55,VRB,,5
72292703177,2020-01-21T15:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,52,58,0,,0.01,8,81,30.12,SCT:04 14 BKN:07 50,29.77,10,55,250,,6
72292703177,2020-01-21T16:01:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,52,58,,,,,81,,BKN:07 14,29.77,10,55,260,,5
72292703177,2020-01-21T16:31:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14,52,58,,,,,81,,SCT:04 14 BKN:07 27,29.78,10,55,VRB,,3
72292703177,2020-01-21T16:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14,52,58,0,,,,81,30.13,FEW:02 15 SCT:04 26,29.78,10,55,0,,0
72292703177,2020-01-21T17:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14,51,57,0,,,,81,30.14,SCT:04 50,29.78,10,54,0,,0
72292703177,2020-01-21T18:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.16,52,56,0,,-0.04,3,87,30.16,CLR:00,29.8,10,54,0,,0
72292703177,2020-01-21T19:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.16,51,53,0,,,,93,30.16,CLR:00,29.8,10,52,0,,0
72292703177,2020-01-21T20:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.18,50,52,0,,,,93,30.18,CLR:00,29.83,10,51,0,,0
72292703177,2020-01-21T21:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.19,50,52,0,,-0.03,3,93,30.19,FEW:02 34,29.83,9,51,0,,0
72292703177,2020-01-21T22:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.19,50,51,0,,,,96,30.19,CLR:00,29.83,9,50,0,,0
72292703177,2020-01-21T23:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,49,50,0,,,,96,30.19,CLR:00,29.84,8,49,330,,3
72292703177,2020-01-21T23:59:00,SOD  ,6,,,,,,,,,,,,,,,,54,,,29.77,,3.2,0,-1.5,11,58,50,240,14,0.22,0,0,260,10,RA BR HZ,,,,,,,,,,,,,,,,,,,
72292703177,2020-01-22T00:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.18,49,51,0,,0.01,8,92,30.18,CLR:00,29.83,9,50,50,,3
72292703177,2020-01-22T01:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.18,48,50,0,,,,93,30.18,CLR:00,29.83,8,49,0,,0
72292703177,2020-01-22T02:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.18,48,49,0,,,,97,30.17,CLR:00,29.83,7,48,90,,3
72292703177,2020-01-22T03:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.17,48,49,0,,0.01,8,97,30.16,CLR:00,29.81,8,48,0,,0
72292703177,2020-01-22T04:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.16,47,48,0,,,,96,30.16,FEW:02 32,29.8,7,48,0,,0
72292703177,2020-01-22T05:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.17,48,50,0,,,,93,30.17,BKN:07 31,29.81,8,49,0,,0
72292703177,2020-01-22T06:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.18,48,50,0,,-0.01,3,93,30.18,CLR:00,29.83,7,49,0,,0
72292703177,2020-01-22T07:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.18,49,51,0,,,,92,30.18,SCT:04 31,29.83,7,50,0,,0
72292703177,2020-01-22T08:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,50,54,0,,,,87,30.2,CLR:00,29.84,8,52,0,,0
72292703177,2020-01-22T09:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,50,57,0,,-0.02,1,78,30.2,CLR:00,29.84,10,53,0,,0
72292703177,2020-01-22T10:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.19,49,59,0,,,,69,30.19,FEW:02 23,29.83,10,54,VRB,,3
72292703177,2020-01-22T11:14:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.18,50,60,,,,,70,,BKN:07 23,29.83,10,55,VRB,,5
72292703177,2020-01-22T11:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.16,49,60,0,,,,67,30.15,BKN:07 24,29.8,10,54,VRB,,5
72292703177,2020-01-22T12:25:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14,50,60,,,,,70,,FEW:02 25,29.78,10,55,250,,10
72292703177,2020-01-22T12:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,50,60,0,,0.07,8,70,30.13,CLR:00,29.78,10,55,VRB,,10
72292703177,2020-01-22T13:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.11,51,60,0,,,,72,30.11,CLR:00,29.75,10,55,260,,8
72292703177,2020-01-22T14:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.11,52,60,0,,,,75,30.1,CLR:00,29.75,10,56,250,,8
72292703177,2020-01-22T15:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.11,51,60,0,,0.02,5,72,30.11,CLR:00,29.75,10,55,290,,5
72292703177,2020-01-22T16:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.11,52,58,0,,,,81,30.1,CLR:00,29.75,10,55,VRB,,3
72292703177,2020-01-22T17:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,52,57,0,,,,83,30.11,CLR:00,29.77,10,54,VRB,,3
72292703177,2020-01-22T18:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,52,56,0,,-0.01,3,87,30.12,CLR:00,29.77,10,54,0,,0
72292703177,2020-01-22T19:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,51,55,0,,,,87,30.12,CLR:00,29.78,9,53,0,,0
72292703177,2020-01-22T20:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,51,54,0,,,,90,30.13,CLR:00,29.78,9,52,0,,0
72292703177,2020-01-22T21:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,51,53,0,,-0.01,2,93,30.13,CLR:00,29.78,8,52,70,,3
72292703177,2020-01-22T22:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14,50,52,0,,,,93,30.14,CLR:00,29.78,7,51,0,,0
